feature,mean_ctrl,sd_ctrl,n_ctrl,mean_pat,sd_pat,n_pat,d,d_lo,d_hi
win_stay,0.8241640722367523,0.13824610019182146,50,0.7364517960908441,0.16001928714093724,45,-0.5888918263653061,NA,NA
e_pers,0.178,0.07884732405227259,50,0.21972222222222224,0.08784384101370116,45,0.5013181297087955,NA,NA
lose_shift,0.5956851697629981,0.16807023755017642,50,0.5422929921115903,0.17497748272725538,45,-0.31155557583688975,NA,NA
