feature,mean_ctrl,sd_ctrl,n_ctrl,mean_pat,sd_pat,n_pat,d,d_lo,d_hi
prop_non_pers_err,0.04927536231884056,0.03750827427054855,46,0.09481481481481484,0.07113990894160592,45,0.8033573249058348,NA,NA
prop_pers_err,0.1065217391304348,0.024210563164868044,46,0.13851851851851857,0.07024687906204341,45,0.6117184059401384,NA,NA
prop_pers_resp,0.25144927536231887,0.03079724353476747,46,0.2596296296296296,0.044450757127445464,45,0.2143542309329086,NA,NA
