feature,mean_ctrl,sd_ctrl,n_ctrl,mean_pat,sd_pat,n_pat,d,d_lo,d_hi
subj_idx,71.5,14.577379737113251,50,23.5,13.42261772780059,46,-3.4196737368530754,NA,NA
v_0,2.4161179982121284,0.3442786424296201,50,2.1068716358548567,0.3925153642896554,46,-0.8399779190047358,NA,NA
a_1,2.3599224449148366,0.37974421585803325,50,2.5821319012988218,0.42637381396184815,46,0.5517427022123353,NA,NA
t_1,0.6298620393780655,0.10032107582525193,50,0.6767601488782607,0.10803245509723212,46,0.4505794146311734,NA,NA
t_0,0.34008183660379004,0.049678612333391825,50,0.3525943500890793,0.06322773672289482,46,0.22118146709003575,NA,NA
a_0,2.177170069579106,0.3789738251345691,50,2.2393011594735306,0.4875274093943832,46,0.14304731196260584,NA,NA
v_1,1.4589209007590012,0.30371440915685544,50,1.4530194463661228,0.33492705823442204,46,-0.018497660656004593,NA,NA
