"sd_between","sd_within","reliability","sd_post_means","par"
0.45789016910586,0.291623827558243,0.711427935061945,0.383456226521565,"logit h"
0.0848984027237852,0.0827240165686472,0.5129697467669,0.0853370608627864,"log d"
