"bgrp[1]","bgrp[2]","bgrp[3]"
0.30916232,-0.15009246,-0.27400977
0.36585566,-0.1932348,-0.054802544
0.62473591,-0.013161633,-0.12526728
0.4913653,-0.095342704,-0.15771874
0.47287468,-0.20449245,-0.10558199
0.31897851,-0.15951926,0.11923263
0.16971231,-0.14204193,-0.17464176
0.043325475,-0.22480669,-0.23843393
-0.041452452,-0.23354601,0.054082906
0.20171249,-0.19381663,0.1826171
0.39509968,-0.11897607,0.069451042
0.44383014,-0.11732832,-0.10307937
0.22264076,-0.16329064,-0.083143454
0.20457495,-0.077825212,-0.10434055
0.17925015,-0.23691254,-0.19096055
0.20863108,-0.21935317,-0.24995311
0.64413355,-0.15766557,0.092293824
0.49010275,-0.1308376,-0.29639866
0.50319858,-0.13393149,-0.075670948
0.32158386,-0.20867493,-0.089823581
0.50648583,-0.028763522,-0.020575593
0.38693946,-0.24486093,-0.14302628
0.23475687,-0.1431896,-0.037064129
0.38487379,-0.13328646,-0.058335373
0.33934261,-0.067828011,-0.071580795
0.32813277,-0.089214472,0.054567881
0.2850337,-0.22457119,-0.058376752
0.54339295,-0.12610395,-0.20228496
0.6017531,-0.12251153,-0.32065182
0.24134495,-0.24171082,0.051860181
0.30857494,-0.16485537,-0.1317974
0.34296273,-0.2125318,-0.16858645
0.52840707,-0.15373224,-0.14272315
0.19160391,-0.12619809,-0.20086785
0.31557364,-0.065137729,-0.010738387
0.517459,-0.1434765,-0.0060190639
0.63333415,-0.040634295,-0.13033495
0.44253073,-0.12703945,-0.18271575
0.41249093,-0.096239469,-0.13281805
0.25266006,-0.17862831,-0.28809794
0.29675962,-0.17903982,0.037000227
0.46778528,-0.12955826,-0.38005135
0.35447661,-0.039175539,0.098295764
0.33866255,-0.13252936,-0.3513076
0.30444439,-0.10536102,0.17956031
0.61069305,-0.24199109,-0.19446084
0.51429773,-0.22052096,-0.21597662
0.43840527,-0.19397681,-0.25508446
0.37963827,-0.13209839,0.13045538
0.40279674,-0.23969478,-0.20378729
0.065327098,-0.1247645,0.013404312
0.37686944,-0.20022128,-0.14679782
0.40275602,-0.13860347,-0.039491596
0.38266945,-0.14339487,-0.15700235
0.43649807,-0.088100061,-0.047216117
0.38117625,-0.14941675,-0.20713965
0.53976734,-0.14739832,-0.0028456105
0.60571987,-0.070500903,-0.24247589
0.3586637,-0.20744427,-0.049183097
0.23210076,-0.18016398,0.00029003067
0.32934811,-0.20113581,-0.20431009
0.715542,-0.077821336,-0.042808119
0.57249695,-0.137323,-0.25073454
0.20916649,-0.22616056,0.12680447
0.32344755,-0.074013178,-0.19299868
0.28293252,-0.19473652,0.03582935
0.30704177,-0.14770859,-0.18956407
0.23502863,-0.16660965,0.040711646
0.51902777,-0.12644722,0.039059122
0.52788695,-0.15434782,0.039716055
0.50195703,-0.059151363,-0.16500217
0.50722885,-0.17138634,-0.21663262
0.32368268,-0.14704265,-0.12278801
0.66953676,-0.21452096,-0.076796255
0.51376766,-0.14764815,-0.14390748
0.31701036,-0.081594244,0.0048962158
0.38253321,-0.14703554,-0.37392473
0.44117731,-0.048968505,-0.18698581
0.047812814,-0.28799077,-0.043420938
0.24292034,-0.16625511,-0.085745024
0.63502272,-0.087436896,-0.26325132
0.78430136,-0.19146912,-0.042530856
0.80676414,-0.15021249,-0.17219054
0.19364844,-0.17299207,-0.11684001
0.27685124,-0.20106298,-0.081972647
0.4429645,-0.13802329,-0.049097207
0.36798216,-0.21538933,-0.25881888
0.1117025,-0.12858326,-0.0021937367
0.64623186,-0.13383214,-0.30738014
0.71114316,-0.11746324,0.016768074
0.44493424,-0.072862896,-0.14709136
0.31332081,-0.12569444,-0.045721787
0.2965882,-0.060666051,-0.15172391
0.59230943,-0.096974522,-0.49040665
0.25751148,-0.27786695,0.31149152
0.22636571,-0.10943977,-0.47059316
0.48609777,-0.017402864,-0.034585673
0.18823161,-0.26895026,-0.21316477
0.20430211,-0.15105776,0.12543506
0.51341097,-0.082410924,-0.0027101776
0.19801602,-0.17335861,0.042892089
0.32560378,-0.22788231,-0.09522777
0.33046281,-0.22098571,-0.29705799
0.38595869,-0.10314592,0.10443664
0.30143016,-0.097449361,-0.34636653
0.43344192,-0.11346519,-0.067235351
0.40331247,-0.1655741,-0.21756277
0.61041419,-0.087458136,-0.12359674
0.26002956,-0.16516803,-0.11074283
0.25358445,-0.17995943,-0.1474854
0.27740645,-0.083552552,-0.071650938
0.044206815,-0.27024006,-0.21291874
0.10564188,-0.183223,0.010127769
0.48791386,-0.14646511,-0.1264497
0.31664951,-0.14647337,-0.059154899
0.093286331,-0.059835832,-0.20468902
0.27395216,-0.20988394,0.1407108
0.38430834,-0.036559675,-0.42134541
0.14482899,-0.28494822,0.11721305
0.39211833,-0.098911585,0.095364492
0.26889335,-0.21073488,-0.087304193
0.48825326,-0.085758052,-0.11270626
0.46833801,-0.16882005,-0.092064368
0.40690827,-0.15969682,0.12269688
0.37030426,-0.091142063,-0.24512365
0.35101235,-0.12795591,-0.049046848
0.36748452,-0.20327283,-0.06602808
0.32272629,-0.12686491,-0.12723921
0.22905324,-0.16994217,-0.17641239
0.44773813,-0.17820538,-0.00808138
0.41369556,-0.1181844,-0.19711581
0.39085223,-0.18779927,-0.12889776
0.49693337,-0.085285389,-0.055501104
0.34014027,-0.14935442,-0.30741172
0.49820914,-0.048466508,-0.2147753
0.44524201,-0.25384711,0.00040055137
-0.036607379,-0.32529842,-0.073380119
0.59504452,0.017369031,-0.13395215
0.19235813,-0.29166018,-0.25042996
0.42449683,-0.12805125,-0.17275964
0.41482679,-0.15813163,-0.22392137
0.21243929,-0.0880455,-0.0023316163
0.48566269,-0.1913911,-0.17312498
0.4348932,-0.10068855,-0.11020226
0.49099738,-0.17012452,-0.17932459
0.049721827,-0.1458194,0.014316471
0.2591977,-0.24991443,-0.15992622
0.207337,-0.17093816,-0.24375233
0.019656119,-0.2567578,0.17163337
0.1796839,-0.23417759,0.25473355
0.3745091,-0.066246042,-0.40333242
0.40392,-0.16430722,-0.085275541
0.86324854,-0.033007579,-0.18607901
0.71100959,-0.12363523,-0.16633584
0.64738845,-0.089561053,-0.10894638
0.64849828,0.010932846,-0.29919847
0.55213835,-0.075354291,-0.10374812
0.60066643,-0.14614669,-0.093470932
0.07276855,-0.18020306,0.075075777
0.42488895,-0.11793606,-0.17457125
0.42074204,-0.052350144,-0.2126529
0.65075785,-0.045661484,-0.18636803
0.60784369,-0.096580653,-0.043096535
0.51507774,-0.18285112,-0.050193679
0.21648469,-0.13013337,-0.16262419
0.36742563,-0.12391293,-0.046388881
0.23833058,-0.099214673,-0.044584297
0.30416027,-0.16961993,-0.1390393
0.10441458,-0.063341161,-0.07746525
0.28583929,-0.09105767,-0.052086391
0.15189348,-0.021205932,-0.10369753
0.43428075,-0.10550187,-0.33618987
0.15686481,-0.13131519,-0.1020098
0.78976709,-0.068987088,-0.30079281
0.32109345,-0.28161774,0.06767368
0.61283921,-0.081541625,-0.30015724
0.76582787,-0.10689449,-0.041940343
0.16022873,-0.19804345,-0.28226429
0.17132203,-0.16772639,0.11677214
0.59141741,0.019532415,-0.30698339
0.41288175,-0.21078102,-0.22314135
0.47462522,-0.090620413,0.011490245
0.35419282,-0.24465415,-0.050288062
0.39933057,-0.21837357,-0.022881421
0.5511025,-0.12487312,-0.12130408
0.3733957,-0.079772408,-0.20256915
0.40689112,-0.21018414,-0.047627432
0.64334772,-0.13286997,-0.15016332
0.53629011,-0.14492871,-0.14720995
0.23842605,-0.23362963,-0.084702611
0.74789799,-0.11013891,-0.19095599
-0.1477652,-0.25675997,-0.026445069
0.17867313,-0.16482764,-0.22390047
0.21966332,-0.12879303,0.11308139
0.076253862,-0.10026833,0.093308403
0.40325193,-0.10365052,-0.14938924
0.30994034,-0.17251164,-0.051828922
0.44580709,-0.089161788,0.0028231828
0.33170759,-0.17079915,-0.20365411
0.6028016,-0.084608793,-0.023560231
-0.0053729691,-0.21676537,0.012350704
0.36832329,-0.17019093,-0.036099921
0.37662035,-0.10786332,-0.34384311
0.53814213,-0.054852194,0.064522238
0.28841082,-0.078283953,-0.095918403
0.41730717,-0.057229276,-0.10777327
0.65110138,-0.12742629,-0.12765769
0.63535923,-0.12293564,-0.13468822
0.51136124,-0.11506077,-0.23521998
0.40263417,-0.11163072,0.16554364
0.55051112,-0.20660691,-0.17328087
0.5741916,-0.24829042,0.13260006
0.46936407,-0.12697651,-0.17393013
0.33562987,-0.20198207,-0.14538128
0.34634717,-0.15389657,-0.076524185
0.31507145,-0.13249308,-0.079220403
0.30890659,-0.14686969,-0.12576579
0.46711096,-0.20001988,-0.040035939
0.45298704,-0.088855975,-0.014901343
0.33451029,-0.22829814,-0.24904714
-0.1040585,-0.17375162,-0.045486965
0.63463424,-0.18016422,-0.27968089
0.29087624,-0.14719905,0.081244528
0.60531728,-0.078115343,-0.17283874
0.74687753,-9.0976824e-05,-0.082290194
0.13205323,-0.2549361,-0.13754119
0.2840863,-0.16421195,-0.1231997
0.19289665,-0.18058396,-0.17346507
0.61886683,-0.10133855,-0.0082650405
0.57506957,-0.08634857,0.10907632
0.60997624,-0.07065097,0.11498896
0.54127635,-0.05462193,-0.21651281
0.63294969,-0.11177516,-0.21716593
0.55528541,-0.038748798,0.19172881
0.44785187,-0.23694785,-0.3530338
0.45390783,-0.073393,0.050903524
0.53973673,-0.14889351,-0.20461948
0.40463854,-0.10114456,-0.2473577
0.18654207,-0.15524039,0.081660795
0.40972472,-0.046697156,-0.19956666
0.30689468,-0.060037274,-0.031019586
0.46794172,-0.046510502,0.11336573
0.47377788,-0.14980585,-0.2690211
0.23185909,-0.28554735,-0.10362067
0.58271183,-0.11652386,-0.072190696
0.78062452,-0.19837856,-0.072466381
0.14531341,-0.21622764,-0.076680793
0.36366773,-0.23001281,-0.17668107
0.46184067,-0.13596341,-0.15731875
0.40655861,-0.020833747,-0.089575967
0.36577399,-0.22456083,-0.15513044
0.60678483,-0.069135288,-0.095019056
0.031604625,-0.13048816,0.0083676401
-0.05953287,-0.29732253,-0.14113614
0.55359257,-0.080125209,-0.25261463
0.44592859,-0.12702317,-0.15192377
0.20500142,-0.083799253,-0.20651301
0.36696412,-0.2067979,0.058865651
0.3049049,-0.26340627,-0.20821557
0.21706966,-0.14765825,-0.19375771
0.41694966,0.034086346,-0.28449573
0.065129321,-0.335685,-0.017126356
0.15200606,-0.23911936,0.22442669
0.50915467,-0.21101294,0.22032315
0.22854306,-0.18711427,-0.038302548
0.29228033,-0.2200327,-0.10168702
0.50200135,-0.12664738,-0.37641087
0.37215509,-0.20399437,-0.13714904
0.35658843,-0.19430082,-0.20017176
0.18017687,-0.19729935,-0.21203867
0.48202331,-0.15120336,-0.25533265
0.66255388,-0.12085365,-0.064735327
0.18910193,-0.22098418,-0.036894733
0.42236517,-0.20250111,-0.17997172
0.39075081,-0.15471015,-0.14324062
0.76342277,-0.039033727,-0.23676369
0.45464579,-0.18406133,-0.091952731
0.49687245,-0.18496245,-0.13731719
0.63595135,-0.093230422,-0.084567624
0.54404806,-0.12696724,0.025144793
0.32268707,-0.173263,-0.080406755
0.52098959,-0.20094163,0.063341609
0.38913639,-0.17193846,-0.098115433
0.23700741,-0.16430708,0.032782571
0.14985283,-0.2953736,0.21935667
0.65512798,-0.063061627,-0.26217019
0.53714352,-0.036534716,-0.21449655
0.55325722,-0.11141537,-0.3097561
0.57684149,-0.091151582,-0.26594365
0.46777025,-0.14460273,-0.30916865
0.42251052,-0.0970957,-0.15599541
0.34148684,-0.20920032,-0.08510287
0.43790193,-0.11231527,-0.18223636
0.31360723,-0.11662206,0.052063701
0.34246146,-0.11999946,0.0094863593
0.34499948,-0.098995762,0.12844168
0.14941778,-0.24388386,-0.097675667
0.40702463,-0.026970179,-0.31875088
0.7712336,-0.15372109,-0.32568648
0.49051438,-0.087523535,-0.070916667
0.31231225,-0.15776696,-0.11956164
0.34650205,-0.1239282,-0.054431116
0.18788145,-0.23175604,0.04816359
0.52627705,-0.11978382,0.068982257
0.36544616,-0.29940605,-0.263771
0.42214226,-0.22601254,-0.30250755
0.27237043,-0.22231073,-0.056769951
0.33993736,-0.14019395,-0.25595747
0.069364258,-0.23003952,0.15908278
0.26268199,-0.24882965,-0.22302185
0.52984022,-0.19797119,0.067777421
0.55183856,-0.14016423,-0.42465741
0.4928398,-0.23605773,-0.40559632
0.31673511,-0.065428178,-0.02117885
0.80034126,-0.067355887,-0.2277715
1.0389031,-0.090488595,-0.27447693
0.59978138,-0.14374584,-0.28620296
0.4837297,-0.081605811,-0.053146452
0.54311899,-0.27247103,-0.10928125
0.47247401,-0.24506238,-0.14901495
0.3993676,-0.11749398,-0.1080736
0.31207762,-0.11803788,-0.080337669
0.23413323,-0.13388099,-0.10395221
0.14150123,-0.12451393,-0.089842236
0.0047206185,-0.1887392,0.11839524
0.3889301,-0.18763713,-0.12355535
0.32060674,-0.1537081,-0.014649202
0.30724693,-0.25429786,-0.074238862
0.2170026,-0.090395094,-0.23632148
0.54644793,-0.16763411,-0.1514827
0.70448197,-0.060784833,-0.16540427
0.62875481,-0.065945243,-0.29371815
0.79529447,-0.072176002,-0.2706503
0.32963213,-0.2003622,-0.10480629
0.27369389,-0.15681109,-0.25142731
0.34198326,-0.1710443,-0.12397951
0.29783189,-0.16365715,-0.23287152
0.47232038,-0.16614639,-0.095525708
0.51845952,-0.16203667,-0.055582293
0.29798285,-0.20359267,0.012704007
0.19020422,-0.19499243,-0.093616603
0.33416518,-0.17528462,0.18091175
0.38954013,-0.10633222,0.097417509
0.46302811,-0.12168944,-0.15726268
0.44162452,-0.19285988,-0.18917544
0.43442905,-0.13260544,-0.066049726
0.30761172,-0.16145107,-0.14838586
0.41554476,-0.14577977,-0.082538696
0.47586739,-0.16851999,-0.15299789
0.43894726,-0.2190232,-0.26126185
0.51477466,-0.075526358,-0.12405445
0.3476423,-0.13259242,-0.18488535
0.33510643,-0.16568788,-0.073520598
0.552865,-0.10379263,-0.060520865
0.37955853,-0.21123839,-0.30026319
0.41085102,-0.1427569,-0.0024310039
0.36174947,-0.12257228,-0.11781983
0.49853006,-0.13771383,-0.21550201
0.1970494,-0.17545039,-0.058066311
0.18543431,-0.20037394,-0.056038054
0.65464096,-0.029842138,-0.17430593
0.57674947,-0.17451666,-0.25502021
0.8624064,-0.14093821,-0.46835551
0.27719422,-0.14505169,0.1141949
0.1335342,-0.11580417,0.14894384
0.13937825,-0.18416203,-0.088852036
0.60530702,-0.12442557,-0.22414786
0.54227215,-0.099228231,-0.49112229
0.56957947,-0.12973893,-0.16000215
0.52088066,-0.13927621,-0.0079146348
0.2707898,-0.12779263,-0.12790957
0.2537683,-0.26807987,-0.28698664
0.46591932,-0.13115391,-0.31683335
0.50331683,-0.11160123,-0.016811874
0.42496285,-0.2390401,-0.030554537
0.54744043,-0.093813717,-0.22577235
0.48392833,0.052074939,-0.27128644
0.43542004,-0.22043396,-0.13030942
0.44991916,-0.23344942,0.13280517
0.3066086,-0.15096628,-0.037603026
0.38184083,-0.17440256,-0.22029382
0.38354395,-0.099140169,-0.028753305
0.37613998,-0.053496231,0.078197708
0.47028775,-0.22905218,-0.22035436
0.48883175,-0.043130791,-0.11488175
0.60970133,-0.11492042,-0.10927512
0.55102611,-0.12485786,-0.077470384
0.57789049,-0.14930673,-0.10296613
0.55963177,-0.11630184,-0.3112451
0.52093306,-0.10749423,-0.045958211
0.3676127,-0.15478606,-0.12434961
0.4724748,-0.20379518,-0.0035641942
0.18201413,-0.24116044,-0.19090128
0.50730852,-0.051050909,0.14625207
0.21240311,-0.18717264,-0.11136885
0.48244424,-0.10046411,-0.20995323
0.024332703,-0.15833731,0.16110454
0.33192695,-0.16128992,-0.027525078
0.23423529,-0.18500021,-0.078216919
0.2119621,-0.20069845,-0.1121886
0.20339367,-0.19834976,-0.082313188
0.26797214,-0.1916439,-0.1911004
0.34040181,0.024068765,-0.067778464
0.46413975,-0.21953083,-0.11737969
0.20680824,-0.089129824,-0.058652482
0.12249191,-0.18409546,-0.052340157
0.78732694,-0.12472457,-0.28466677
0.36925128,-0.17813084,-0.13267198
0.33393168,-0.17328922,-0.033673985
0.3005355,-0.15174798,-0.1513129
0.33387053,-0.14226058,-0.14391377
0.48732819,-0.11051295,-0.056992126
0.28766002,-0.19524361,-0.079559632
0.46413224,-0.1737736,0.030745196
0.36734982,-0.23042567,-0.15393444
0.36872232,-0.20927958,-0.032531269
0.57231744,-0.078359429,-0.2285583
0.40240744,0.0021966953,-0.093582964
0.56990869,-0.12706622,-0.065993735
0.4675784,-0.15916918,-0.097764024
0.63178999,-0.10052765,-0.21210714
0.30559964,-0.20133693,-0.27253043
0.34269347,-0.1284841,-0.16756652
0.52315412,-0.095801504,-0.21853588
0.37189112,-0.11088809,-0.11872246
0.5024867,-0.17973798,-0.076983689
0.49268408,-0.074211092,-0.078503909
0.17611885,-0.17931509,-0.056377697
0.70041816,-0.11278593,-0.2875192
0.38343255,-0.086943395,-0.055855753
0.41869922,-0.21927603,0.025804281
0.30785398,-0.10975642,-0.1502049
0.3276134,-0.16363608,-0.16130897
0.18175383,-0.18846939,-0.18923
0.51134147,-0.07017183,-0.11438537
0.33716409,-0.25534999,-0.15345198
0.38857916,-0.1224058,-0.057217071
0.52440878,-0.14265433,-0.12062079
0.55006116,-0.081251925,-0.052752432
0.53043953,0.0037804439,-0.29862983
0.8040873,-0.061866986,-0.34769116
0.45128218,-0.1670387,0.012120471
0.48201284,-0.15539809,-0.065632153
0.30146562,-0.14651792,-0.30718254
0.62965079,-0.206436,0.18757025
0.57346366,-0.19958438,-0.12202453
0.43314022,-0.15615285,-0.15531992
0.4944149,-0.13527601,-0.21533827
0.85170988,-0.025499889,-0.16180163
0.15225359,-0.22144179,-0.066704292
0.42203858,-0.087318488,-0.25647528
0.29222441,-0.10578829,-0.14164117
0.25190335,-0.21798127,-0.026320843
0.58463485,-0.11857191,-0.18438638
0.25530079,-0.22323902,0.0098227555
0.58816682,-0.038224812,-0.082391448
0.47351503,-0.20147355,0.068830798
0.41141669,-0.13492061,-0.11219732
0.081885112,-0.18681636,-0.087654639
0.50956385,-0.14940724,-0.16564582
0.31507568,-0.2026571,-0.53617388
0.11909998,-0.19884144,-0.071757698
0.43581148,-0.18125847,-0.30357501
0.41486723,-0.14178938,-0.28832062
0.58050846,-0.1406504,-0.069389353
0.40371088,-0.19775817,-0.059109583
0.31562858,-0.24365817,-0.12325032
0.46982166,-0.28120106,-0.21427039
0.29456255,5.1025394e-05,0.060059775
0.16178298,-0.21621766,-0.16910509
0.24550239,-0.17338481,-0.14190609
0.44726074,-0.029648543,-0.32449335
0.22101999,-0.079297617,-0.25434666
0.56790881,-0.080778332,-0.1313865
0.17998742,-0.2905942,-0.010489477
0.50151143,-0.14161587,-0.18901378
0.49029688,-0.084125052,-0.01698451
0.42874065,-0.16636953,-0.0090167979
0.50741026,-0.19152922,0.13193912
0.51901233,-0.14186969,-0.37385829
0.63875354,-0.16850775,-0.22723321
0.64223322,-0.20066898,-0.24108707
0.2400796,-0.21475382,-0.1171173
0.34728812,-0.12706889,-0.12762676
0.48006495,-0.20273375,-0.04781397
0.20035502,-0.18858947,0.043364629
0.44362157,-0.131774,-0.071281924
0.26473138,-0.098698766,-0.10449847
0.53209192,-0.17584001,-0.083480657
0.44697267,-0.13125748,-0.23304899
0.28320502,-0.16842718,-0.10602154
0.25154036,-0.16694134,-0.24214263
-0.014307228,-0.25832854,0.075880128
0.012925591,-0.33316287,0.024263538
0.29827138,-0.1780522,0.037965301
0.29533394,-0.14687011,-0.27153577
-0.014205759,-0.15639375,-0.05611239
0.2075095,-0.11721361,-0.38671
0.80245049,-0.15631328,0.10772683
0.59398687,-0.076409011,-0.012958449
0.48133546,-0.10173368,-0.084061954
0.30112574,-0.17416348,0.22636934
0.27842731,-0.17749106,-0.088881005
0.36421178,-0.15682521,-0.10795609
0.4418323,-0.1430837,-0.12772081
0.65023452,-0.099973121,-0.22412998
0.38693225,-0.22361736,-0.18212654
0.44182338,-0.16416922,-0.2589382
0.53326231,-0.17162999,-0.081612231
0.47421008,-0.17349304,-0.1833194
0.49646929,-0.14370532,-0.19282094
0.42551598,-0.19916247,-0.27445696
0.53750654,-0.026321214,-0.11180072
0.21833905,-0.19357361,-0.061797598
0.43848937,-0.12399474,-0.10939233
0.22099032,-0.26665162,-0.049895859
0.18386248,-0.034456274,-0.11121752
0.37902269,-0.14691546,-0.040615214
0.35529713,-0.16195056,-0.10060824
0.34429949,-0.042400754,-0.37944959
0.37141956,-0.055451896,-0.021282651
0.083738032,-0.23996351,-0.21320084
0.24212006,-0.29121097,-0.10066654
0.13145467,-0.29946288,-0.063930828
0.15786142,-0.24782641,-0.094070828
0.23514308,-0.15673534,-0.017110186
0.25628942,-0.12721818,-0.00022590772
0.11499741,-0.15288758,-0.14866569
0.4805304,-0.13345921,-0.0052186171
0.21161012,-0.17930507,-0.085507648
0.63274295,-0.090606637,-0.061012422
0.81410307,-0.11120518,-0.32780171
0.64770271,-0.1035368,-0.22788469
-0.025144465,-0.24184345,-0.1229646
0.17704982,-0.21329133,-0.065259142
0.26791042,-0.1389252,-0.10318036
0.39815585,-0.18134632,-0.26160422
0.65105247,0.033067989,0.048540955
0.46730095,-0.28330474,-0.29313142
0.48392045,-0.079251485,-0.19311371
0.35351534,-0.098246835,-0.31028582
0.41500014,-0.080133017,-0.42625024
0.75628027,-0.22447373,-0.078457729
0.5908799,-0.10971321,-0.22434613
0.293426,-0.16122391,-0.24335478
0.17401746,-0.2262245,-0.12804875
0.27151657,-0.15939086,-0.13187576
0.48734914,-0.10983983,-0.20020414
0.19191842,-0.21953596,0.03723076
0.48332121,-0.082233852,-0.18798952
0.5157039,-0.093685092,-0.35529768
0.35340662,-0.16493838,0.083813139
0.4067904,-0.21011535,0.042412059
0.24906246,-0.13238212,0.068275131
0.34998569,-0.11309683,-0.015340474
0.36065212,-0.052419841,-0.083426129
0.72435858,-0.18970835,-0.079740377
0.6022837,-0.11883112,-0.17083033
0.13437866,-0.27339074,0.045914407
0.037066264,-0.31189258,0.055518231
0.18229119,-0.2613444,0.062405708
-0.10942295,-0.31852618,0.18606655
0.039479354,-0.2237438,0.013537953
0.72350599,-0.097019199,-0.11049152
0.29410757,-0.090858936,-0.25292974
0.20945707,-0.33393781,-0.042951622
0.48110852,-0.073500781,-0.27739967
0.51145854,-0.074882448,-0.30138584
0.2503306,-0.22193857,0.035031193
0.33121662,-0.1030201,-0.18013625
0.26857359,-0.18479718,0.14997017
0.46604438,-0.16281415,-0.040395706
0.2426566,-0.095758821,-0.16417976
0.16153727,-0.13076463,-0.281423
0.30325945,-0.15571455,-0.10933267
0.29841978,-0.16321863,-0.10636141
0.66705931,-0.062524702,-0.12635513
0.48707098,-0.13897173,-0.013453863
-0.079565313,-0.18575565,-0.19509211
0.42478206,-0.17252991,0.00083830434
0.38808654,-0.050612908,-0.50457215
0.53852732,-0.082719002,-0.14374346
0.25952382,-0.18715671,-0.12375156
-0.018453202,-0.2052003,-0.093611499
0.46706339,-0.17659508,-0.1461427
0.42512243,-0.25922291,0.033392425
0.73725537,0.012812005,-0.031836608
0.60769206,-0.26331758,-0.2846669
0.025517738,-0.17878159,0.055958348
0.40962762,-0.077747394,0.038560819
0.16199134,-0.18787828,-0.13446703
0.21419115,-0.299096,0.1250567
0.38756915,-0.1253501,-0.19645896
0.40963075,-0.15652503,-0.069463236
0.021175875,-0.29867203,-0.070219673
0.32543059,-0.079432664,-0.015395297
0.39097448,-0.15546943,-0.25562606
0.50773111,-0.077056266,0.059112995
-0.12258841,-0.324974,-0.12762004
0.10941984,-0.24711758,-0.18859674
0.083971725,-0.24751738,-0.23590711
-0.020162679,-0.22627153,0.38600691
-0.16728784,-0.22855781,-0.058623027
0.37714355,-0.099094102,-0.15572737
0.54797329,-0.077523266,-0.096824248
0.48262996,-0.23052713,-0.25529689
0.39968017,-0.24075301,-0.22180652
0.53183777,-0.16303571,-0.17867351
0.53089229,-0.12490922,-0.0515906
0.47138898,-0.069314531,-0.32789674
0.35144029,-0.080513342,-0.28417533
0.44673292,-0.15651656,-0.012829873
0.46046286,-0.10190877,-0.16037515
0.64853309,0.022651915,-0.30321571
0.58658099,-0.21785255,0.069036335
0.28207372,-0.1782109,-0.025629586
0.30583916,-0.10152431,-0.2435669
0.021731745,-0.29715099,0.2798684
0.12607965,-0.2151549,-0.07951533
0.36151184,-0.14975714,-0.013892302
0.4609472,-0.027377554,-0.28577457
0.21678465,-0.14303602,-0.084892399
0.1772233,-0.1560002,-0.065190216
0.39739553,-0.15229159,-0.1797076
0.3500676,-0.13881823,-0.21225452
0.32994209,-0.13197747,0.015553643
0.3060069,-0.14161895,-0.036597216
0.21871174,-0.15460376,-0.2168762
0.16720865,-0.13606397,-0.13176921
0.46302567,-0.19236242,-0.14862162
0.16922902,-0.19678471,0.086543438
0.31642331,-0.18393957,-0.12028626
0.068879659,-0.1402593,0.07948119
0.14977369,-0.13515875,-0.24457155
0.21797074,-0.11806816,-0.16911471
0.32093889,-0.1319679,-0.28877734
0.53176212,-0.073376017,-0.3345262
0.26141998,-0.13056066,-0.012322615
0.46024149,-0.12041658,-0.29570367
0.81984432,-0.056914922,-0.071366744
0.81096589,-0.10440737,-0.15218306
0.60480156,-0.15413622,-0.12824142
0.38103157,-0.090032376,-0.12704917
0.59450324,-0.11839277,-0.1830153
0.48444393,-0.1131758,-0.026726706
0.45568455,-0.15919791,-0.16435275
0.39791973,-0.0045908781,-0.13689856
0.14837312,-0.29835258,-0.096878392
0.14883852,-0.30128291,-0.23625166
0.29264103,-0.16766737,-0.26872851
0.23383483,-0.17550014,-0.045704824
0.33460939,-0.18089037,-0.15656937
0.31905876,-0.14853545,-0.052306898
0.44426804,-0.13366647,-0.19363905
0.25335878,-0.13876603,-0.12512967
0.39791576,-0.16691532,-0.017234723
0.51099407,-0.18835316,0.095907278
0.042376427,-0.19043959,-0.16280921
0.2817,-0.15266936,-0.35231905
0.053881058,-0.23288609,0.06539514
0.27584993,-0.16075267,-0.19881144
0.71057419,-0.14214699,-0.037231664
0.43112197,-0.17472019,-0.11333657
0.25804265,-0.2092813,0.0036891857
0.25193724,-0.092221967,-0.089960629
0.26959676,-0.09953172,-0.035841131
0.20190085,-0.13774238,-0.071381021
0.2673673,-0.1256884,-0.18337456
0.18581566,-0.19973512,-0.036110051
0.29329821,-0.11569639,-0.259961
0.46481591,-0.11536523,-0.0012575047
0.33395042,-0.029037125,-0.4704802
0.2828611,-0.21074897,0.2369075
0.29945991,-0.18049575,-0.020089129
0.49288897,-0.061198137,-0.25054739
0.68545404,-0.17450533,-0.2330747
0.39432427,-0.01649876,-0.10555478
0.23143477,-0.25146362,-0.074369135
0.29373554,-0.169247,0.12339022
0.49378924,-0.091447863,-0.32197631
0.56491195,-0.19054604,-0.1770653
0.59016506,-0.15776735,-0.071755048
0.10487879,-0.1526597,-0.17821869
0.23704997,-0.13176027,0.12998768
0.16014614,-0.19172577,-0.085781575
0.39234004,-0.20213128,0.011989404
0.28787924,-0.16108489,0.01033823
0.05401229,-0.17342072,-0.12371123
0.53458959,-0.22706313,0.016877602
0.57094057,-0.29072333,0.081829125
0.44106482,-0.22389633,0.087099594
0.4335801,-0.23167565,0.062021114
0.064442778,-0.27938054,-0.15459709
0.46915724,-0.039543464,-0.088933958
0.27618835,-0.060138591,-0.049166114
0.29928048,-0.082655428,-0.024966858
0.21676797,-0.21216703,-0.32725104
0.13326427,-0.20116273,-0.35458637
0.49804047,0.088320006,-0.038778275
0.39343405,-0.12495254,-0.25860188
0.57965074,-0.10876155,-0.10664407
0.56921794,-0.084274693,-0.2017502
0.12801054,-0.2965601,-0.1847751
0.36120525,-0.25119354,-0.23406766
